Run,Gen,Rule,Fitness,calc_fraction_of_friends,distance_from_home_patch,mean_home_utility_of_neighborhood,mean_neighborhood_age,my_tendency_to_move,neighborhood_isolation
0,5.0,( combine (( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.002815662603277956,2.0,0.0,1.0,0.0,0.0,0.0
0,5.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) )  ) ,0.0020170882735286253,1.0,0.0,2.0,0.0,0.0,0.0
0,5.0,( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ,0.0030330774723670607,1.0,0.0,0.0,0.0,0.0,0.0
0,5.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.02493472417004284,1.0,0.0,1.0,0.0,0.0,0.0
0,5.0,( combine (( neighborhood-isolation (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.005899044924913584,1.0,0.0,0.0,0.0,0.0,1.0
0,5.0,( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ,0.004321289763656487,1.0,0.0,0.0,0.0,0.0,0.0
0,5.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) )  ) ,0.0017675566470908126,1.0,0.0,2.0,0.0,0.0,0.0
0,5.0,( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.0024580872267069877,2.0,0.0,0.0,0.0,0.0,0.0
0,5.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.01493244714907683,1.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.014700302334570519,1.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.02246960871541067,1.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.019577352961166455,1.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( combine (( neighborhood-isolation (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.009468739301717384,1.0,0.0,0.0,0.0,0.0,1.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.01751126408074506,1.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( combine (( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.0016043171003168144,2.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( combine (( combine (( my-tendency-to-move (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.007063191935986952,2.0,0.0,0.0,0.0,1.0,0.0
0,6.0,( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.022406889054662645,1.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.009380328053866035,1.0,0.0,1.0,0.0,0.0,0.0
0,6.0,( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ,0.002545408905264709,1.0,0.0,0.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) )  ) ,0.0019327158327877626,1.0,0.0,2.0,0.0,0.0,0.0
0,6.0,( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.0038913309038941116,2.0,0.0,0.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,6.0,( combine (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.019102571155701253,1.0,0.0,1.0,0.0,0.0,0.0
