Run,Gen,Rule,Fitness,calc_fraction_of_friends,distance_from_home_patch,mean_home_utility_of_neighborhood,mean_neighborhood_age,my_tendency_to_move,neighborhood_isolation
0,0.0,( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ,0.0025143016389393576,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,( negate (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ,0.001993514643783184,0.0,-1.0,0.0,0.0,0.0,0.0
0,0.0,( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ,0.009185109392849292,1.0,1.0,0.0,0.0,0.0,0.0
0,0.0,( mean-neighborhood-age (( get-patch-to-evaluate  ) )  ) ,0.0019063514368843875,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,( neighborhood-isolation (( get-patch-to-evaluate  ) )  ) ,0.0013598247975722564,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ,0.013516493220771909,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) ,0.001980828898215472,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,( my-tendency-to-move (( get-patch-to-evaluate  ) )  ) ,0.002367736108214195,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ,0.010964578580008369,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) ,0.0025150942193449648,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,( negate (( neighborhood-isolation (( get-patch-to-evaluate  ) )  ) )  ) ,0.0019257637729702907,0.0,0.0,0.0,0.0,0.0,-1.0
0,0.0,( negate (( mean-neighborhood-age (( get-patch-to-evaluate  ) )  ) )  ) ,0.002256762426364394,0.0,0.0,0.0,-1.0,0.0,0.0
0,0.0,( combine (( negate (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ) (( neighborhood-isolation (( get-patch-to-evaluate  ) )  ) )  ) ,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
