Run,Gen,Rule,Fitness,calc_fraction_of_friends,distance_from_home_patch,mean_home_utility_of_neighborhood,mean_neighborhood_age,my_tendency_to_move,neighborhood_isolation
0,3.0,( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ,0.026812711878334224,1.0,0.0,0.0,0.0,0.0,0.0
0,3.0,( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ,0.01875340183928231,1.0,0.0,0.0,0.0,0.0,0.0
0,3.0,( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,3.0,( combine (( combine (( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.028864181632657374,3.0,0.0,1.0,0.0,0.0,0.0
0,3.0,( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ,0.01758332699606184,1.0,0.0,0.0,0.0,0.0,0.0
0,3.0,( combine (( negate (( negate (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ,0.08155300615186317,1.0,0.0,1.0,0.0,0.0,0.0
0,3.0,( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ,0.13820209436449854,1.0,0.0,1.0,0.0,0.0,0.0
0,3.0,( combine (( combine (( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ,0.04882183983390778,1.0,2.0,1.0,0.0,0.0,0.0
0,3.0,( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ,0.20779439028650767,1.0,0.0,1.0,0.0,0.0,0.0
0,3.0,( combine (( combine (( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.15482982184006205,2.0,1.0,1.0,0.0,0.0,0.0
0,3.0,( combine (( combine (( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ,0.050958439374379404,1.0,2.0,1.0,0.0,0.0,0.0
0,3.0,( combine (( combine (( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ,0.035423576664177066,1.0,2.0,1.0,0.0,0.0,0.0
0,4.0,( combine (( combine (( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ) (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) )  ) ,0.12872180697184488,2.0,1.0,1.0,0.0,0.0,0.0
0,4.0,( combine (( combine (( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( mean-home-utility-of-neighborhood (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ,0.055554494061275016,1.0,2.0,1.0,0.0,0.0,0.0
0,4.0,( combine (( combine (( calc-fraction-of-friends (( get-patch-to-evaluate  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ) (( distance-from-home-patch (( get-patch-to-evaluate  ) )  ) )  ) ,0.3069578710452258,1.0,2.0,0.0,0.0,0.0,0.0
